REPORT_ID,EXPENSE_TYPE,TRANSACTION_DATE,EMPLOYEE_ID,EMPLOYEE_NAME,DEPARTMENT,COST_CENTER,JOB_TITLE,HOME_CITY,TRIP_PURPOSE,PAYMENT_METHOD,ORIGIN_IATA,DESTINATION_IATA,ORIGIN_CITY,DESTINATION_CITY,DISTANCE_KM,AIRLINE_CODE,AIRLINE_NAME,FLIGHT_NUMBER,CABIN_CLASS,HOTEL_NAME,HOTEL_CITY,CHECK_IN_DATE,CHECK_OUT_DATE,GROUND_TRANSPORT_TYPE,AMOUNT,CURRENCY,REIMBURSABLE,POLICY_COMPLIANT,POLICY_EXCEPTION_REASON,EMISSION_FACTOR_KGCO2E_PER_KM_OR_NIGHT,ESTIMATED_EMISSIONS_KGCO2E,APPROVAL_STATUS,RECEIPT_ATTACHED,NOTES
RPT-010181,Air Travel,04-12-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Conference,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,530,AI,Air India,AI474,Business,,,,,,43191.53,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,270.3,Rejected,No,
RPT-010182,Air Travel,05-11-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Project Review,Corporate Card,BOM,BLR,Mumbai,Bangalore,984,6E,SpiceJet,6E548,Business,,,,,,36804.19,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,250.92,Pending,Yes,
RPT-010183,Air Travel,08-05-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Corporate Card,DEL,AMD,Delhi,Ahmedabad,950,6E,SpiceJet,6E789,Economy,,,,,,7696.26,INR,Yes,Yes,,0.255,242.25,Approved,Yes,
RPT-010184,Hotel,05-03-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Audit,Personal Card,,,,,,,,,,The Leela Palace,Delhi,05-03-2024,10-03-2024,,129008.8,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,No,
RPT-010185,Ground - Auto Rickshaw,08-10-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Project Review,Personal Card,,,,,,,,,,,,,,Auto Rickshaw,1378.3,INR,Yes,Yes,,0.149,4.17,Pending,No,
RPT-010186,Air Travel,28-10-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Internal Meeting,Cash,BOM,PNQ,Mumbai,Pune,149,AI,IndiGo,AI592,Economy,,,,,,18553.49,INR,Yes,Yes,,0.255,37.99,Approved,No,
RPT-010187,Hotel,27-10-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Internal Meeting,Cash,,,,,,,,,,Novotel Ahmedabad,Ahmedabad,27-10-2024,31-10-2024,,40229.96,INR,Yes,Yes,,20.5,82,Rejected,Yes,
RPT-010188,Air Travel,10-06-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Training,Corporate Card,BOM,DXB,Mumbai,Dubai,1935,EK,Emirates,EK401,Economy,,,,,,47552.58,INR,Yes,Yes,,0.195,754.65,Approved,Yes,
RPT-010189,Ground - Bus,16-07-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,,,,,,,,,,,,,,Bus,1071.7,INR,Yes,Yes,,0.17,19.72,Approved,Yes,
RPT-010190,Hotel,05-02-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Cash,,,,,,,,,,ITC Royal Bengal,Kolkata,05-02-2024,09-02-2024,,59704.92,INR,Yes,Yes,,20.5,82,Approved,Yes,
RPT-010191,Air Travel,15-05-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Training,Corporate Card,BLR,HYD,Bangalore,Hyderabad,,6E,IndiGo,6E604,Economy,,,,,,4520.79,INR,Yes,Yes,,,,Approved,No,
RPT-010192,Ground - Corporate Car,18-09-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Internal Meeting,Personal Card,,,,,,,,,,,,,,Corporate Car,2177.2,INR,Yes,Yes,,0.17,52.02,Approved,Yes,
RPT-010193,Hotel,28-04-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Site Visit,Corporate Card,,,,,,,,,,Hyatt Place,Ahmedabad,28-04-2024,02-05-2024,,33704.28,INR,Yes,Yes,,20.5,82,Approved,Yes,
RPT-010194,Air Travel,14-03-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Internal Meeting,Corporate Card,DEL,NRT,Delhi,Tokyo,5846,NH,ANA,NH927,Business,,,,,,406789.56,INR,Yes,Yes,,0.585,6839.82,Approved,Yes,
RPT-010195,Air Travel,14-03-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Board Meeting,Cash,BOM,JFK,Mumbai,New York,,AI,Air India,AI281,Business,,,,,,417961.27,USD,Yes,Yes,,,,Pending,Yes,
RPT-010196,Hotel,11-12-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Board Meeting,Cash,,,,,,,,,,Hyatt Place,Ahmedabad,11-12-2023,14-12-2023,,27033.42,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010197,Ground - Taxi,19-10-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Corporate Card,,,,,,,,,,,,,,Taxi,717.38,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010198,Air Travel,08-08-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Conference,Corporate Card,DEL,HYD,Delhi,Hyderabad,1253,AI,SpiceJet,AI951,Economy,,,,,,16743.6,INR,Yes,Yes,,0.255,639.03,Pending,Yes,
RPT-010199,Ground - Airport Transfer,09-04-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Audit,Cash,,,,,,,,,,,,,,Airport Transfer,215.72,INR,Yes,Yes,,0.17,39.1,Approved,No,
RPT-010200,Air Travel,16-02-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Corporate Card,DEL,CDG,Delhi,Paris,6567,AF,Air France,AF350,Economy,,,,,,65414.93,USD,Yes,Yes,,0.195,2561.13,Approved,Yes,
RPT-010201,Hotel,02-11-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Audit,Personal Card,,,,,,,,,,Hilton Midtown,New York,02-11-2023,05-11-2023,,147446.25,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010202,Hotel,04-10-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Training,Corporate Card,,,,,,,,,,Hyatt Regency,Kolkata,04-10-2023,09-10-2023,,51795.05,INR,Yes,Yes,,20.5,102.5,Pending,Yes,
RPT-010203,Air Travel,07-06-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Conference,Cash,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6E472,First,,,,,,77420.15,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1061.82,Rejected,Yes,
RPT-010204,Hotel,30-10-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Site Visit,Corporate Card,,,,,,,,,,Ibis Chennai,Chennai,30-10-2024,04-11-2024,,25738.8,INR,Yes,Yes,,20.5,102.5,Approved,No,
RPT-010205,Ground - Train/Metro,13-01-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Corporate Card,,,,,,,,,,,,,,Train/Metro,1340.01,INR,Yes,Yes,,0.17,6.12,Approved,Yes,
RPT-010206,Ground - Ola Outstation,30-09-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Board Meeting,Corporate Card,,,,,,,,,,,,,,Ola Outstation,4467.22,INR,Yes,Yes,,0.17,64.09,Rejected,Yes,
RPT-010207,Hotel,23-10-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Client Meeting,Cash,,,,,,,,,,Taj Falaknuma,Hyderabad,23-10-2024,28-10-2024,,163496.35,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,Yes,
RPT-010208,Ground - Ola Outstation,19-08-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Site Visit,Cash,,,,,,,,,,,,,,Ola Outstation,2744.61,INR,Yes,Yes,,0.17,38.25,Rejected,Yes,
RPT-010209,Air Travel,26-09-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Board Meeting,Cash,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E866,Economy,,,,,,14329.52,INR,Yes,Yes,,0.255,852.72,Approved,Yes,
RPT-010210,Air Travel,12-05-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Project Review,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,,AI,Air India,AI626,Economy,,,,,,6526.68,INR,Yes,Yes,,,,Approved,Yes,
RPT-010211,Air Travel,14-11-2024,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Audit,Corporate Card,DEL,JFK,Delhi,New York,11755,UA,United Airlines,UA969,Business,,,,,,271917.69,INR,Yes,Yes,,0.585,6876.67,Approved,Yes,
RPT-010212,Air Travel,14-12-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Training,Cash,BOM,SIN,Mumbai,Singapore,4140,SQ,Singapore Airlines,SQ852,Economy,,,,,,41214.48,SGD,Yes,Yes,,0.195,1614.6,Pending,Yes,
RPT-010213,Hotel,18-09-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Audit,Corporate Card,,,,,,,,,,The Leela Palace,Bangalore,18-09-2023,22-09-2023,,78183.4,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
RPT-010214,Hotel,30-05-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Conference,Corporate Card,,,,,,,,,,Ibis Chennai,Chennai,30-05-2023,04-06-2023,,27598.6,INR,Yes,Yes,,20.5,102.5,Approved,No,
RPT-010215,Air Travel,12-09-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Client Meeting,Corporate Card,BOM,PNQ,Mumbai,Pune,149,AI,IndiGo,AI826,Economy,,,,,,16518.06,INR,Yes,Yes,,0.255,75.99,Approved,No,
RPT-010216,Air Travel,26-02-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Audit,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,530,AI,Air India,AI697,Business,,,,,,29089.01,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,270.3,Approved,Yes,
RPT-010217,Air Travel,19-05-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Board Meeting,Cash,DEL,CCU,Delhi,Kolkata,1305,6E,IndiGo,6E986,Business,,,,,,36206.97,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,665.55,Rejected,Yes,
RPT-010218,Ground - Corporate Car,02-08-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Internal Meeting,Corporate Card,,,,,,,,,,,,,,Corporate Car,3167.77,INR,Yes,Yes,,,,Approved,No,
RPT-010219,Air Travel,01-05-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Audit,Corporate Card,BOM,LHR,Mumbai,London,7189,AI,Air India,AI582,Business,,,,,,199081.03,INR,Yes,Yes,,0.585,4205.56,Approved,No,
RPT-010220,Hotel,24-08-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Personal Card,,,,,,,,,,Lemon Tree,Hyderabad,24-08-2024,27-08-2024,,17905.92,INR,Yes,Yes,,20.5,61.5,Approved,Yes,
RPT-010221,Ground - Corporate Car,02-02-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Corporate Card,,,,,,,,,,,,,,Corporate Car,6546.35,INR,Yes,Yes,,0.17,13.43,Rejected,No,
RPT-010222,Air Travel,15-11-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Site Visit,Corporate Card,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6E353,Economy,,,,,,15673.97,INR,Yes,Yes,,0.255,681.87,Approved,Yes,
RPT-010223,Air Travel,29-12-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Client Meeting,Corporate Card,BOM,FRA,Mumbai,Frankfurt,6200,LH,Lufthansa,LH841,Business,,,,,,355495.12,SGD,Yes,Yes,,0.585,7254,Approved,No,
RPT-010224,Hotel,05-06-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Tender Submission,Corporate Card,,,,,,,,,,Premier Inn,Dubai,05-06-2023,06-06-2023,,128.9,EUR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010225,Ground - Auto Rickshaw,17-05-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Personal Card,,,,,,,,,,,,,,Auto Rickshaw,3954.93,INR,Yes,Yes,,0.149,5.07,Approved,Yes,
RPT-010226,Air Travel,13-02-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Project Review,Personal Card,BOM,AMD,Mumbai,Ahmedabad,530,AI,Air India,AI483,Business,,,,,,40478.99,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,270.3,Pending,Yes,
RPT-010227,Hotel,25-02-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Tender Submission,Personal Card,,,,,,,,,,Trident Hyderabad,Hyderabad,25-02-2024,26-02-2024,,15103.3,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Approved,Yes,
RPT-010228,Air Travel,06-08-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Site Visit,Cash,BOM,CCU,Mumbai,Kolkata,,6E,Air India,6E661,Business,,,,,,30342.8,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010229,Air Travel,30-12-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Tender Submission,Corporate Card,DEL,MAA,Delhi,Chennai,2182,AI,IndiGo,AI323,Economy,,,,,,14465.45,INR,Yes,Yes,,0.255,1112.82,Approved,Yes,
RPT-010230,Air Travel,24-07-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Site Visit,Corporate Card,DEL,SIN,Delhi,Singapore,,SQ,Singapore Airlines,SQ162,Economy,,,,,,40116.28,INR,Yes,Yes,,,,Approved,Yes,
RPT-010231,Ground - Airport Transfer,04-07-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Conference,Corporate Card,,,,,,,,,,,,,,Airport Transfer,1579.02,INR,Yes,Yes,,,,Approved,No,
RPT-010232,Air Travel,08-07-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Training,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E745,First,,,,,,84719.09,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,852.72,Approved,Yes,
RPT-010233,Air Travel,16-01-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Project Review,Corporate Card,BOM,PNQ,Mumbai,Pune,149,AI,IndiGo,AI318,Business,,,,,,46862.51,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,75.99,Approved,No,
RPT-010234,Air Travel,12-01-2025,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Audit,Corporate Card,BOM,JFK,Mumbai,New York,,AI,Air India,AI800,First,,,,,,762464.12,INR,Yes,Yes,,,,Approved,Yes,
RPT-010235,Hotel,26-02-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Board Meeting,Personal Card,,,,,,,,,,ITC Grand Chola,Chennai,26-02-2023,27-02-2023,,18264.96,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Pending,Yes,
RPT-010236,Hotel,10-06-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Audit,Corporate Card,,,,,,,,,,The Westin,Chennai,10-06-2023,15-06-2023,,76324.45,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,Yes,
RPT-010237,Hotel,19-12-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Training,Corporate Card,,,,,,,,,,Park Hyatt,Hyderabad,19-12-2024,24-12-2024,,84145.8,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Approved,Yes,
RPT-010238,Hotel,20-10-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Tender Submission,Corporate Card,,,,,,,,,,Taj Bengal,Kolkata,20-10-2023,21-10-2023,,16785.49,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,20.5,Rejected,Yes,
RPT-010239,Air Travel,21-05-2023,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Site Visit,Personal Card,BOM,BLR,Mumbai,Bangalore,,6E,SpiceJet,6E571,Business,,,,,,39357.55,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,No,
RPT-010240,Ground - Bus,10-07-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Project Review,Cash,,,,,,,,,,,,,,Bus,4789.51,INR,Yes,Yes,,,,Approved,Yes,
RPT-010241,Hotel,09-07-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Audit,Personal Card,,,,,,,,,,ITC Gardenia,Bangalore,09-07-2024,12-07-2024,,53061.12,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010242,Hotel,05-06-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Training,Cash,,,,,,,,,,Lemon Tree,Hyderabad,05-06-2024,06-06-2024,,6498.95,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010243,Air Travel,09-07-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Site Visit,Corporate Card,MAA,HYD,Chennai,Hyderabad,628,6E,Air India,6E465,Business,,,,,,31877.91,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,320.28,Approved,Yes,
RPT-010244,Ground - Auto Rickshaw,17-03-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Client Meeting,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,717.66,INR,Yes,Yes,,,,Approved,Yes,
RPT-010245,Hotel,05-05-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Site Visit,Corporate Card,,,,,,,,,,The Lalit,Kolkata,05-05-2023,06-05-2023,,11978.18,INR,Yes,Yes,,20.5,20.5,Rejected,Yes,
RPT-010246,Air Travel,16-12-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Training,Personal Card,BOM,LHR,Mumbai,London,7189,AI,Air India,AI307,Business,,,,,,374150.58,INR,Yes,Yes,,0.585,4205.56,Rejected,Yes,
RPT-010247,Air Travel,20-08-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Board Meeting,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,,AI,Air India,AI320,First,,,,,,71944.56,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010248,Ground - Auto Rickshaw,08-03-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Board Meeting,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,7349.15,INR,Yes,Yes,,,,Approved,Yes,
RPT-010249,Air Travel,13-04-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Board Meeting,Cash,BOM,HKG,Mumbai,Hong Kong,,CX,Cathay Pacific,CX452,Economy,,,,,,52540.35,INR,Yes,Yes,,,,Approved,Yes,
RPT-010250,Air Travel,24-11-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Project Review,Cash,BOM,JFK,Mumbai,New York,,AI,Air India,AI476,Business,,,,,,244651.22,SGD,Yes,Yes,,,,Rejected,Yes,
RPT-010251,Air Travel,07-11-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Client Meeting,Cash,BOM,LHR,Mumbai,London,,AI,Air India,AI323,Economy,,,,,,35983.64,INR,Yes,Yes,,,,Approved,Yes,
RPT-010252,Ground - Airport Transfer,04-02-2023,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Project Review,Corporate Card,,,,,,,,,,,,,,Airport Transfer,7249.85,INR,Yes,Yes,,0.17,40.12,Approved,No,
RPT-010253,Hotel,27-03-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Tender Submission,Corporate Card,,,,,,,,,,Taj West End,Bangalore,27-03-2023,01-04-2023,,114556.55,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Rejected,Yes,
RPT-010254,Ground - Auto Rickshaw,06-09-2024,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Training,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,7052.43,INR,Yes,Yes,,,,Approved,Yes,
RPT-010255,Hotel,09-03-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Tender Submission,Personal Card,,,,,,,,,,Novotel Ahmedabad,Ahmedabad,09-03-2024,11-03-2024,,16355.66,INR,Yes,Yes,,20.5,41,Approved,Yes,
RPT-010256,Air Travel,20-01-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Board Meeting,Cash,DEL,MAA,Delhi,Chennai,,AI,IndiGo,AI190,Economy,,,,,,4530.94,INR,Yes,Yes,,,,Approved,Yes,
RPT-010257,Hotel,30-04-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Project Review,Corporate Card,,,,,,,,,,Taj Bengal,Kolkata,30-04-2023,04-05-2023,,76001.44,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
RPT-010258,Air Travel,09-06-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Conference,Corporate Card,DEL,MAA,Delhi,Chennai,2182,AI,IndiGo,AI718,First,,,,,,77802.45,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1112.82,Pending,No,
RPT-010259,Air Travel,09-01-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Audit,Corporate Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI598,Economy,,,,,,13701.44,INR,Yes,Yes,,,,Approved,Yes,
RPT-010260,Ground - Ola Outstation,04-01-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Tender Submission,Personal Card,,,,,,,,,,,,,,Ola Outstation,789.77,INR,Yes,Yes,,0.17,23.63,Pending,Yes,
RPT-010261,Hotel,01-08-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Internal Meeting,Corporate Card,,,,,,,,,,ITC Gardenia,Bangalore,01-08-2023,05-08-2023,,86042.48,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,82,Approved,Yes,
RPT-010262,Air Travel,27-06-2024,EMP-0167,Rohit Joshi,Finance,CC-FIN-002,Analyst,Pune,Training,Personal Card,BOM,BLR,Mumbai,Bangalore,984,6E,SpiceJet,6E525,First,,,,,,71606,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,501.84,Approved,Yes,
RPT-010263,Air Travel,26-03-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Project Review,Corporate Card,MAA,HYD,Chennai,Hyderabad,,6E,Air India,6E958,Economy,,,,,,9828.77,INR,Yes,Yes,,,,Approved,Yes,
RPT-010264,Ground - Taxi,15-01-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Client Meeting,Corporate Card,,,,,,,,,,,,,,Taxi,3297.1,INR,Yes,Yes,,,,Approved,Yes,
RPT-010265,Air Travel,25-12-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Site Visit,Corporate Card,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6E325,Business,,,,,,36264.72,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,681.87,Rejected,Yes,
RPT-010266,Hotel,06-06-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Site Visit,Corporate Card,,,,,,,,,,The Leela Palace,Delhi,06-06-2023,09-06-2023,,80679.6,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010267,Ground - Bus,11-07-2023,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Training,Corporate Card,,,,,,,,,,,,,,Bus,2563.39,INR,Yes,Yes,,0.17,36.21,Approved,Yes,
RPT-010268,Air Travel,06-06-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Client Meeting,Cash,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6E919,Economy,,,,,,12695.37,INR,Yes,Yes,,0.255,1061.82,Approved,No,
RPT-010269,Air Travel,14-02-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Tender Submission,Personal Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI218,Business,,,,,,50393.87,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010270,Hotel,22-11-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Cash,,,,,,,,,,Lemon Tree,Hyderabad,22-11-2023,23-11-2023,,6356.21,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010271,Air Travel,22-03-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Project Review,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,530,AI,Air India,AI748,Economy,,,,,,4999.69,INR,Yes,Yes,,0.255,270.3,Approved,Yes,
RPT-010272,Air Travel,07-04-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Corporate Card,BOM,DEL,Mumbai,Delhi,1415,AI,IndiGo,AI210,Economy,,,,,,9353.4,INR,Yes,Yes,,0.255,721.65,Approved,Yes,
